CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply
Protector Roge,N/A,False,N/A,9.689838937106522e+16,-1.0
OPES (Wrapped PE),N/A,True,N/A,32633.0,-1.0
QueenDex Coin,BEP-20 Token,True,N/A,2000000000.0,-1.0
The DAO,N/A,True,N/A,,
MarxCoin,X11,True,PoW,,
MarX,N/A,True,N/A,2100000000.0,-1.0
CoinLion,N/A,True,N/A,,
Lion Token,BEP-20 Token,True,N/A,4960386958.027566,-1.0
Mind Gene,SHA-256,True,PoW/PoS,,
MinerGate Token,N/A,True,N/A,0.0,0.0
Octoin Coin,N/A,False,PoS,,
OccamFi,N/A,True,N/A,100000000.0,-1.0
SpaceDawgs,N/A,True,N/A,1000000000000.0,-1.0
Centrifuge,N/A,True,N/A,,
Wrapped Centrifuge,N/A,True,N/A,36113794.95009675,-1.0
Baanx,N/A,False,N/A,248940003.2843294,-1.0
Arowana Token,N/A,True,N/A,500000000.0,-1.0
Jeff in Space,N/A,True,N/A,2441441441440.0,-1.0
SHUFFLE!,N/A,True,N/A,100000000.0,-1.0
Artex,BEP-20 Token,True,N/A,100000000.0,-1.0
Concern Poverty Chain,N/A,True,N/A,580000000000.0,-1.0
Collateral Pay Governance,N/A,False,N/A,10000.0,-1.0
Shiberus Inu,N/A,False,N/A,1000000000000000.0,-1.0
BlockStamp,SHA-256,True,PoW,,
Beshare Token,N/A,True,N/A,10000000000.0,-1.0
MINUTE Vault (NFTX),N/A,False,N/A,1.0,-1.0
DinoSwap,N/A,True,N/A,129853847.55154142,-1.0
Defla,N/A,True,N/A,2000000.0,-1.0
Prometeus,N/A,True,N/A,19250000.0,-1.0
SaveBritney,N/A,True,N/A,100000000.0,-1.0
TBCC,BEP-20 Token,True,N/A,1000000000.0,-1.0
Projekt Diamond,N/A,True,N/A,99999999999999.98,-1.0
Crypto Village Accelerator,N/A,True,N/A,,
Crypto Village Accelerator CVAG,N/A,True,N/A,500000000000.0,-1.0
xWIN Finance,BEP-20 Token,True,N/A,61000000.0,-1.0
Tenshi,N/A,True,N/A,1000000000000.0,-1.0
MContent,BEP-20 Token,True,N/A,6048939514440590.0,-1.0
Tokyo AU,BEP-20 Token,True,N/A,1000000000000000.0,-1.0
Excavo Finance,N/A,True,N/A,1000000.0,-1.0
1TRONIC,BEP-20 Token,False,N/A,20989999.9999999,-1.0
Zoe Cash,TRC-20,False,N/A,100000000.0,-1.0
WOLFY,N/A,True,N/A,905427546.9256492,-1.0
Doge Reloaded,N/A,False,N/A,1000000000000.0,-1.0
CoinMerge,N/A,True,N/A,5000000000.0,-1.0
EXIP,N/A,False,N/A,,
SafeBank Token,BEP-20 Token,False,N/A,49999999999999.984,-1.0
Universe.XYZ,N/A,True,N/A,1000000000.0,-1.0
GODL,N/A,True,N/A,1000000000.0,-1.0
Baby Cuban,N/A,False,N/A,1000000000.0,-1.0
Novax Coin,TRC-20,True,N/A,2759533.3375,-1.0
Takamaka Green Coin,N/A,True,PoS,0.0,0.0
Hanu Yokia,N/A,False,N/A,1000000000000000.0,-1.0
Kirby Inu,N/A,True,N/A,99999999999999.98,-1.0
Taiyo,N/A,True,N/A,99999999999999.98,-1.0
ShonToken,BEP-20 Token,True,N/A,10000000000.0,-1.0
Investelly token,BEP-20 Token,True,N/A,25000000.0,-1.0
Chain Flowers,N/A,True,N/A,100000000.0,-1.0
Endor Protocol Token,N/A,True,N/A,,
Jigstack,N/A,True,N/A,3000000000.0,-1.0
TRONbetLive,TRC-20,True,N/A,992252647.642889,-1.0
Angryb,N/A,True,N/A,777700000000.0,-1.0
Binance Smart Chain Girl,BEP-20 Token,True,N/A,120000000.0,-1.0
JPYC,N/A,True,N/A,1000000000.0,-1.0
Quickswap,N/A,True,N/A,1000000.0,-1.0
Straks,Lyra2REv2,True,PoW,,
Live Stars,N/A,True,N/A,,
CleverCoin,N/A,True,PoS/PoW,,
Gambler Shiba,N/A,True,N/A,1000000000000.0,-1.0
ApeBullInu,N/A,False,N/A,99999999999999.98,-1.0
Memefund,N/A,False,N/A,100000000.0,-1.0
Infinity Pad,N/A,True,N/A,200000000.0,-1.0
Locklet,N/A,False,N/A,150000000.0,-1.0
Uncle,N/A,False,N/A,1000000.0,-1.0
CoinBurp,N/A,True,N/A,500000000.0,-1.0
INVI Token,N/A,False,N/A,3000000000.0,-1.0
Yinbi,N/A,False,N/A,0.0,-1.0
Cratos,N/A,True,N/A,,
Peaches.Finance,N/A,False,N/A,10581635.000000002,-1.0
LCMS,N/A,True,N/A,1000000000.0,-1.0
LMAO Finance,N/A,True,N/A,10000000.0,-1.0
Casper DeFi,N/A,False,N/A,200429486.59760094,-1.0
Blockchain-Based Distributed Super Computing Platform,N/A,False,PoS,,
Alita Network,N/A,True,N/A,1000000000.0,-1.0
Pyram Token,BEP-20 Token,False,N/A,25315408.179540094,-1.0
DaFIN,N/A,True,N/A,300000000.0,-1.0
PureFi,BEP-20 Token,False,N/A,16999999.759999998,-1.0
Daddy Doge,BEP-20 Token,True,N/A,499529482816440.56,-1.0
1-UP,N/A,False,N/A,60471193.68074247,-1.0
Wing Finance,N/A,True,N/A,3202490.624675812,-1.0
Cover Protocol,N/A,True,N/A,82000.0,-1.0
LUKSO,N/A,True,N/A,100000000.0,-1.0
PolygonFarm Finance,N/A,False,N/A,327676.3890918857,-1.0
Five7,BEP-20 Token,True,N/A,163028533.71597672,-1.0
Yield Guild Games,N/A,True,N/A,1000000000.0,-1.0
Circuits of Value,Multiple,True,PoW,1776594951.4706266,-1.0
SounDAC,N/A,True,N/A,,
ADD.xyz,N/A,True,N/A,0.0,0.0
Akropolis Delphi,N/A,True,N/A,30000000.0,-1.0
Hifi Finance,N/A,True,N/A,10000000000.0,-1.0
MAP Protocol,N/A,True,N/A,10000000000.0,-1.0
Kirby Reloaded,N/A,True,N/A,10000000.0,-1.0
Diamond Boyz Coin,BEP-20 Token,True,N/A,1000000000.0,-1.0
BankEth,N/A,True,N/A,1000000000.0,-1.0
ViceToken,N/A,False,N/A,1000000000000000.0,-1.0
EasyFeedback,N/A,False,PoW,,
FlowCom,BEP-20 Token,False,N/A,38540000.0,-1.0
UnitedCrowd,N/A,True,N/A,585670354.0,-1.0
SpaceCoin,Scrypt,True,PoW/PoS,,
Spacelens,N/A,True,N/A,,
Crowdwiz,N/A,True,PoS,0.0,0.0
Truwho,N/A,True,N/A,,
Webchain,CryptoNight-V7,True,PoW,,
WayCoin,X11,True,PoS,,
Wibson,N/A,True,N/A,,
W12 Protocol,N/A,True,N/A,,
WETH,N/A,True,N/A,7393178.195348067,-1.0
Wavesbet,N/A,True,N/A,,
Waves Community Token,N/A,True,N/A,,
Wild Beast Coin,Scrypt,True,PoW,,
Wincash Coin,SHA-256,True,PoW/PoS,,
WITH,N/A,True,N/A,0.0,0.0
Eternal Coin,N/A,False,N/A,,
WebFlix,N/A,True,N/A,,
Well,N/A,True,N/A,,
Shiba Inu,N/A,True,N/A,589738002723885.5,-1.0
Xinfin Network,N/A,True,N/A,37705025364.0,-1.0
Smooth Love Potion,N/A,True,N/A,2525613348.0,-1.0
Daikicoin,N/A,True,N/A,,
GOPX Token,N/A,False,N/A,,
BoringDAO,N/A,True,N/A,740018870.2255362,-1.0
DeRace,N/A,True,N/A,120000000.0,-1.0
Vabble,N/A,False,N/A,1456250000.0,-1.0
SafeMoon,N/A,True,N/A,573097039472728.9,-1.0
World Mobile Token,N/A,False,PoS,,
Alien Worlds,N/A,True,N/A,1174639738.2969,-1.0
Spark,N/A,True,N/A,,
Amp,N/A,True,N/A,99440313035.23375,-1.0
Super Heavy Booster 4,N/A,False,N/A,10000000000000.0,-1.0
Plant vs Undead Token,BEP-20 Token,True,N/A,300000000.0,-1.0
StarShip Token,N/A,True,N/A,10000000000000.0,-1.0
ZJLT Distributed Factoring Network,N/A,True,N/A,2500000000.0,-1.0
EthereumVault,N/A,False,N/A,1000000000.0,-1.0
Ergo,Autolykos,True,PoW,45795069.0,97739924.5
ECOMI,GO20,True,N/A,746673155211.4373,-1.0
My Neighbor Alice,N/A,True,N/A,92000000.0,-1.0
Efinity,N/A,True,N/A,2000000000.0,-1.0
HEX,N/A,True,N/A,573074388896.14,-1.0
Covid Token,BEP-20 Token,False,N/A,196662660.98786592,-1.0
BabySatoshi,N/A,True,N/A,1000000000.0,-1.0
SENSO,N/A,True,N/A,1715280000.0,3492000000.0
Helium,N/A,True,Proof of Coverage,104966354.79341602,223000000.0
PancakeSwap,N/A,True,N/A,239872108.28381595,-1.0
Lithium Finance,N/A,True,N/A,10000000000.0,-1.0
Chiliz,N/A,True,N/A,8888888888.0,-1.0
xSUSHI,N/A,True,N/A,67587564.31999673,-1.0
Hedera Hashgraph,N/A,True,PoS,10792756102.0,50000000000.0
VARcrypt,N/A,False,N/A,,
Convex CRV,N/A,True,N/A,136601293.34370595,-1.0
Iron Bank EURO,N/A,True,N/A,,
Magic Internet Money,N/A,True,N/A,2544752207.24997,-1.0
Float Protocol,N/A,True,N/A,2808018.631696647,-1.0
Decentraland,N/A,True,N/A,2194010327.320146,-1.0
Chia,N/A,True,N/A,23218140.67685594,-1.0
Yetucoin,N/A,False,LPoS,0.0,0.0
Coin98,BEP-20 Token,True,N/A,100000000.0,-1.0
CertiK,N/A,True,N/A,105043847.967834,-1.0
Terra Virtua Kolect,N/A,True,N/A,1200000000.0,-1.0
PureVidz,PoS,True,PoS,,
Tokemak,N/A,True,N/A,100000000.0,-1.0
Aquari,BEP-20 Token,False,N/A,100000000000.0,-1.0
Kripton,N/A,True,N/A,2600000000.0,-1.0
Saitama Inu,N/A,True,N/A,1e+17,-1.0
HUMAN Token,N/A,True,N/A,,
AAVEUP,N/A,True,N/A,,
Dogelon Mars,N/A,True,N/A,1000000000000000.0,-1.0
Safe Energy,BEP-20 Token,True,N/A,289677598668268.7,-1.0
DODO,N/A,True,N/A,1000000000.0,1000000000.0
Theta Fuel,N/A,True,PoS,5412420800.0,-1.0
DefiSocial,N/A,True,N/A,20999.999999999996,20999.999999999996
DeFine,N/A,True,N/A,500000000.0,-1.0
Power Index Pool Token,N/A,True,N/A,903279.1874166363,-1.0
Digital Fantasy Sports,N/A,True,N/A,,
WasabiX,N/A,True,N/A,1710783.8067813686,-1.0
ICHI,N/A,True,N/A,5000000.0,-1.0
Ruler Protocol,N/A,True,N/A,1000000.0,-1.0
MaidCoin,N/A,True,N/A,198343.67071205817,-1.0
IDLE,N/A,True,N/A,13000000.0,-1.0
Kishu Inu,N/A,True,N/A,1e+17,-1.0
ArbiSmart,N/A,False,N/A,450000000.0,-1.0
BasketDAO,N/A,True,N/A,99999.99999999999,-1.0
Frontier,N/A,True,N/A,100000000.0,-1.0
SimpleChain,N/A,False,N/A,,
APENFT,N/A,True,N/A,9999900000000.0,-1.0
Theta,N/A,True,N/A,1000000000.0,1000000000.0
BlackPool Token,N/A,True,N/A,52000000.0,-1.0
Mina Protocol,N/A,True,N/A,865904572.8400393,-1.0
SUSHIUP,N/A,True,N/A,,
FileCoin,N/A,True,N/A,121017289.0,2000000000.0
SXPUP,N/A,True,N/A,0.0,0.0
Genix,X16R,True,PoW,109124864.0,210000000.0
Zcon Protocol,N/A,False,N/A,3000000000.0,-1.0
Baby Saitama,N/A,False,N/A,1e+17,-1.0
TomoChain,N/A,True,N/A,100000000.0,100000000.0
Keep Network,N/A,True,N/A,999848780.8,-1.0
Avalanche,N/A,True,PoS,391128418.8675511,720000000.0
XRPUP,N/A,True,N/A,0.0,0.0
ETHPad,N/A,True,N/A,374617098.2132339,-1.0
Student Coin,N/A,True,N/A,10000000000.0,-1.0
Trust Wallet Token,BEP-20 Token,True,N/A,1000000000.0,-1.0
Lanceria,BEP-20 Token,True,N/A,350000000.0,-1.0
DeFiChain,N/A,True,N/A,505297221.6591634,1200000000.0
EQIFi,N/A,True,N/A,500000000.0,-1.0
MCFinance,N/A,True,N/A,150000000.0,-1.0
Orchid Protocol,N/A,True,N/A,1000000000.0,-1.0
Gitcoin,N/A,True,N/A,100000000.0,-1.0
Sunrise,N/A,True,N/A,8000000000.0,-1.0
GIFTO,N/A,True,N/A,1000000000.0,-1.0
Kadena,N/A,True,N/A,156963796.46575,1000000000.0
Karura,N/A,True,N/A,0.0,0.0
Port Finance,N/A,False,N/A,,
Cartesi,N/A,True,N/A,1000000000.0,-1.0
Bright Union,N/A,True,N/A,110000000.0,-1.0
Kitsune Inu,N/A,False,N/A,250000000000.0,-1.0
Myth Token,N/A,False,N/A,200000000.0,-1.0
CFL365 Finance,N/A,False,N/A,400000000.0,-1.0
Alpha5,N/A,True,N/A,33665703.0,-1.0
Swop,N/A,True,N/A,0.0,-1.0
Civilization,N/A,True,N/A,300000000.0,-1.0
EasyFi V2,N/A,True,N/A,10000000.0,-1.0
Nominex Token,N/A,True,N/A,31712287.728744395,-1.0
Clover Finance,N/A,True,N/A,1000000000.0,-1.0
DOTUP,N/A,True,N/A,0.0,0.0
Cyclub,N/A,True,N/A,3300000000.0,-1.0
Betoken,N/A,False,N/A,,
Universal Money Instrument,N/A,True,PoA,1002924907.45,-1.0
Dego Finance,N/A,True,N/A,8713712.633384855,-1.0
AiWork,N/A,True,N/A,10000000000.0,-1.0
Crypto Bank,N/A,True,N/A,10000000000.0,-1.0
Firdaos,N/A,True,N/A,1920036.0,-1.0
BTCDOWN,N/A,True,N/A,0.0,0.0
3X Long Shitcoin Index Token,N/A,True,N/A,0.0,0.0
Tokocrypto,N/A,True,N/A,499694396.65999997,-1.0
Beam,Equihash,True,PoW,69527581.68901487,262800000.0
SumSwap,N/A,True,N/A,34591364.74074074,-1.0
MetaMUI,N/A,True,N/A,0.0,1000000000.0
Boost,N/A,True,N/A,1000000000.0,-1.0
Didcoin,TRC-20,True,N/A,1010075010100.0,-1.0
IAGON,N/A,True,N/A,,
Shopping.io,N/A,True,N/A,1000000.0,1000000.0
FEG Token,N/A,True,N/A,4.1333601318627496e+16,-1.0
Puppies Network,N/A,True,N/A,1000000000000000.0,-1.0
Livepeer,N/A,True,N/A,24406981.69201866,-1.0
YourBlock,N/A,False,N/A,,
Kava,N/A,True,PoS,150054473.0,-1.0
Sukhavati Network,N/A,True,N/A,618033989.0,-1.0
Badger DAO,N/A,True,N/A,21000000.0,-1.0
Conflux Network,Octopus,True,PoW,,
Rangers Fan Token,N/A,False,N/A,,
Little Rabbit,BEP-20 Token,False,N/A,9.348373156384417e+22,-1.0
Ryoshis Vision,N/A,True,N/A,970290962475592.8,-1.0
ExeCoin,Scrypt-n,True,PoW,,
Alpaca,N/A,True,N/A,10917374.483462956,-1.0
hi Dollar,N/A,False,N/A,580396604.0,-1.0
Wrapped NCG,N/A,True,N/A,68578330.61,-1.0
Asgard,N/A,True,N/A,210617.379668214,-1.0
Spherium,N/A,False,N/A,,
Wrapped LUNA Token,N/A,True,N/A,6667799.088634281,-1.0
World Stream Finance,BEP-20 Token,False,N/A,376189966416161.0,-1.0
Sakura,N/A,True,N/A,,
CardWallet,N/A,False,N/A,1000000000.0,-1.0
AGPC,N/A,True,N/A,300000000.0,-1.0
PirateCash,Equihash,True,PoS,0.0,0.0
Catex,N/A,True,N/A,1844234281.0,-1.0
Gold Fever,N/A,False,N/A,,
DinoX,N/A,True,N/A,160000000.0,-1.0
Cirus,N/A,True,N/A,250000000.0,-1.0
TXA,N/A,True,N/A,50000000.0,-1.0
INX Token,N/A,False,N/A,,
Monfter,N/A,True,N/A,,
Doont Buy,N/A,True,N/A,457553587.65524155,-1.0
CardSwap,N/A,False,N/A,300009034.0926531,-1.0
Bored Museum,N/A,False,N/A,1000000000000.0,-1.0
Radix,N/A,True,N/A,12081134953.78,24000000000.0
Meme Games,N/A,True,N/A,100000000.0,-1.0
Relay Token,N/A,False,N/A,8865530.0,-1.0
Boruto Inu,N/A,False,N/A,1000000000000000.0,-1.0
Teaswap Art,BEP-20 Token,True,N/A,600000000.0,-1.0
InMax,N/A,True,N/A,,
Miningwatchdog Smartchain,N/A,False,N/A,,
MasterCoin,Scrypt,True,PoW,,
TON Crystal,N/A,True,N/A,5040046591.91613,-1.0
Voyager Token,N/A,True,N/A,280783975.8366882,-1.0
Origo,N/A,True,N/A,1000000000.0,-1.0
Keep3rV1,N/A,True,N/A,275557.5972778036,-1.0
Manchester City Fan Token,N/A,True,N/A,20000000.0,-1.0
Paris Saint-Germain Fan Token,N/A,True,N/A,19890000.0,-1.0
WaykiChain,N/A,True,N/A,189000000.0,210000000.0
Pangolin,N/A,True,N/A,5.38e-10,-1.0
Brank,N/A,False,N/A,6000000.0,-1.0
Pinkslip Finance,N/A,True,N/A,22760049.999999996,-1.0
Kaiken Shiba,BEP-20 Token,True,N/A,2.902937018076909e+17,-1.0
MintySwap,N/A,True,N/A,994832517.5958896,-1.0
Flourish Coin,BEP-20 Token,False,N/A,362962307204190.6,-1.0
MiamiCoin,N/A,True,N/A,0.0,0.0
Fruits,N/A,True,N/A,400000000.0,-1.0
Tixl,N/A,True,N/A,600000000.0,-1.0
Kuma Inu,N/A,True,N/A,1000000000000000.0,-1.0
My DeFi Pet,BEP-20 Token,True,N/A,100000000.0,-1.0
BunnyPark,BEP-20 Token,True,N/A,80071701.38862804,-1.0
ApeSwap Finance,BEP-20 Token,True,N/A,75903945.13819113,-1.0
Stratos,N/A,True,N/A,100000000.0,-1.0
AltaFin,N/A,False,N/A,,
Raptoreum,N/A,True,PoW,896497880.0,-1.0
BitRewards,N/A,True,N/A,,
Rocket Bunny,N/A,True,N/A,7.77e+17,-1.0
Pancake Bunny,BEP-20 Token,True,N/A,12940955.460629677,-1.0
YAYcoin,Scrypt,True,PoW/PoS,,
Facebook FTX,N/A,True,N/A,,
Fenerbahçe Token,N/A,True,N/A,29398959.0,-1.0
HEROcoin,N/A,True,N/A,252165028.70539504,-1.0
Actinium,Lyra2Z,True,PoW,,
Fetch.AI,N/A,True,PoS,1152997575.0,-1.0
Flow - Dapper Labs,N/A,True,N/A,309372236.0,-1.0
Petro,N/A,False,N/A,,
WazirX,N/A,True,N/A,978213335.0,-1.0
PointPay,N/A,True,N/A,,
LenDeFi Token,N/A,True,N/A,10000000.0,10000000.0
XT.com Token,N/A,True,N/A,,
KiloCoin,Scrypt,True,PoW,,
Alchemix USD,N/A,True,N/A,308932142.2649258,-1.0
Moonriver,N/A,True,N/A,10149672.74991658,-1.0
Crypto Carbon Energy,N/A,False,N/A,10000000000.0,-1.0
JasmyCoin,N/A,True,N/A,49999999999.99999,-1.0
Brazil Fan Token,N/A,False,N/A,100000000.0,-1.0
Spanish National Team Fan Token,N/A,False,N/A,100000000.0,-1.0
Ankaragücü Fan Token,N/A,False,N/A,150000000.0,-1.0
Denizlispor Fan Token,N/A,False,N/A,100000000.0,-1.0
Eskişehir Fan Tokens,N/A,False,N/A,260000000.0,260000000.0
Karsiyaka Taraftar Token,N/A,False,N/A,355000001.0,-1.0
KalyCoin,QRC-20 Token,False,N/A,,
Venus,N/A,True,N/A,30000000.0,-1.0
Balancer,N/A,True,N/A,45730000.0,-1.0
Litentry,N/A,True,N/A,100000000.0,-1.0
Kocaelispor Fan Token,N/A,False,N/A,150000000.0,-1.0
QiSwap,N/A,True,N/A,,
BENQI,N/A,True,N/A,,
EmaratCoin,Scrypt,True,PoW/PoS,,
EDEN,N/A,True,N/A,113423139.18415675,-1.0
BitcoinV,SHA-256D,True,N/A,,
Number 1 Token,N/A,False,N/A,100000000.0,-1.0
Turkiye Basketbol Federasyonu Token,N/A,False,N/A,10000000.0,-1.0
Bursa Crocodile Token,N/A,False,N/A,150000000.0,-1.0
RAMP,N/A,True,N/A,,
BTC Standard Hashrate Token,BEP-20 Token,True,N/A,0.0,0.0
Shiden Network,N/A,True,N/A,0.0,0.0
FaraLand,N/A,True,N/A,0.0,0.0
Akita Inu,N/A,True,N/A,100000000000000.0,-1.0
Alpha Finance Lab,BEP-20 Token,True,N/A,1000000000.0,-1.0
Mirror Protocol,N/A,True,N/A,370575000.0,-1.0
NIFSTY,N/A,False,N/A,500000000.0,-1.0
DerivaDAO,N/A,True,N/A,52391650.01903249,-1.0
Safe Star,BEP-20 Token,True,N/A,536861264719062.06,-1.0
Based Gold,N/A,True,N/A,88790000.0,-1.0
Dope Wars Paper,N/A,False,N/A,872625000.0,-1.0
Kava Swap,N/A,False,N/A,0.0,0.0
Talken,N/A,True,N/A,500000000.0,-1.0
ARROUND,N/A,True,N/A,,
Mixin,N/A,True,N/A,1000000.0,1000000.0
Bored Ark,N/A,True,N/A,1000000000.0,-1.0
Flurry Finance,N/A,True,N/A,598333332.0,-1.0
FIFTYONEFIFTY,N/A,False,N/A,5100000000.0,-1.0
Pylon Eco Token,BEP-20 Token,True,N/A,98215663.06953895,-1.0
IDEX,N/A,True,N/A,1000000000.0,-1.0
Lumenswap,N/A,True,N/A,999924151.1291568,1000000000.0
PoolTogether,N/A,True,N/A,10000000.0,-1.0
VidyX,N/A,True,N/A,1000000000.0,-1.0
Metahero,BEP-20 Token,True,N/A,9766213274.195873,-1.0
Seigniorage Shares,N/A,True,N/A,21000000.0,-1.0
Pig Finance,BEP-20 Token,True,N/A,415936523970686.75,-1.0
One Cash,N/A,True,N/A,1531947.1494916398,-1.0
Waltonchain,Ethash,True,N/A,26878827.155190237,-1.0
Paycon,X13,True,PoW/PoS,0.0,0.0
Oxycoin,DPoS,True,DPoS,1122382283.37,-1.0
KingN Coin,Scrypt,False,PoW/PoS,,
IQ.cash,NeoScrypt,True,N/A,0.0,0.0
Midnight,SHA-256,True,PoW/PoS,,
Measurable Data Token,N/A,True,N/A,,
Internet Computer,N/A,True,PoS,474483909.6486107,-1.0
Synthetify ,N/A,True,N/A,,
TORG,N/A,True,N/A,,
ONE TECH,N/A,False,N/A,,
Elis,N/A,False,N/A,200000000.0,200000000.0
dYdX,N/A,True,N/A,1000000000.0,-1.0
Braintrust,N/A,True,N/A,250000000.0,-1.0
Star Atlas,N/A,True,N/A,,
Guppy,N/A,True,N/A,98855149620.0,98855149620.0
FeatherCoin,NeoScrypt,True,PoW,252333358.00773004,336000000.0
Electra Protocol,N/A,True,N/A,17874884547.767082,-1.0
Attrace,N/A,True,N/A,1000000000.0,-1.0
YAY Games,BEP-20 Token,False,N/A,,
yAxis,N/A,True,N/A,11000000.0,-1.0
Paribus,N/A,True,N/A,9974844862.77,-1.0
Chronicle,N/A,True,N/A,100000000.0,-1.0
Monsta Infinite,BEP-20 Token,True,N/A,270000000.0,-1.0
EtherLite,N/A,True,N/A,20997949520.514565,-1.0
Larix,N/A,True,N/A,0.0,0.0
Pledge Finance,BEP-20 Token,False,N/A,,
Structure Finance,N/A,True,N/A,100000000.0,-1.0
Doggy,BEP-20 Token,True,N/A,4048047281.7575,-1.0
Gravity Finance,N/A,True,N/A,1198801619.8063266,-1.0
Xiasi Inu,BEP-20 Token,True,N/A,497854182103691.4,-1.0
Keanu Inu,N/A,True,N/A,5.24887420994018e+16,-1.0
Thetan Arena,BEP-20 Token,True,N/A,420000000.0,-1.0
Nafter,BEP-20 Token,True,N/A,997657799.0,-1.0
CryptoBlades,BEP-20 Token,True,N/A,1000000.0,-1.0
CryptoZoon,BEP-20 Token,True,N/A,980658969.5944966,-1.0
Binemon,BEP-20 Token,True,N/A,950000000.0,-1.0
Buildin Token,N/A,False,N/A,,
HoDooi.com,BEP-20 Token,True,N/A,1000000000.0,-1.0
Smaugs NFT,BEP-20 Token,True,N/A,90000000.0,-1.0
Wall Street Games,BEP-20 Token,True,N/A,979784914998480.9,-1.0
M+Plus,N/A,True,N/A,,
Maple,N/A,True,N/A,10000000.0,-1.0
Honest,BEP-2 Token,True,N/A,400000000.0,-1.0
PolkaWar,N/A,True,N/A,88832780.0,-1.0
TradeStars,N/A,True,N/A,48000000.0,-1.0
Radio Caca,BEP-20 Token,True,N/A,319388464992.5726,-1.0
KCCPad,BEP-20 Token,False,N/A,200898208.4011259,-1.0
TrustPad,BEP-20 Token,True,N/A,-2151230.484886703,-1.0
Sishi Finance,BEP-20 Token,True,N/A,1225069.864407856,-1.0
Feeder Finance,BEP-20 Token,False,N/A,83364403.95,-1.0
Battle Pets,BEP-20 Token,True,N/A,199325140.15634707,-1.0
Cook,N/A,True,N/A,10000000000.0,-1.0
SAI,N/A,True,N/A,3164588.4251180105,-1.0
Pacoca,BEP-20 Token,True,N/A,77292913.0056784,-1.0
Horizon Protocol,BEP-20 Token,False,N/A,123076923.07692307,-1.0
Pancake Hunny,BEP-20 Token,True,N/A,44842086.47346853,-1.0
Rabbit Finance,BEP-20 Token,True,N/A,1.0397163204410754e+26,-1.0
NFT Alley,BEP-20 Token,True,N/A,10000000.0,-1.0
TEN,BEP-20 Token,True,N/A,31372353.989336047,-1.0
Dehero Community Token,BEP-20 Token,True,N/A,12817840.770263216,-1.0
UNCL,N/A,True,N/A,170366.912237028,-1.0
Wheelers,BEP-20 Token,True,N/A,100000000.0,-1.0
ShibaCash,BEP-20 Token,True,N/A,143522517003057.3,-1.0
Longdrink Finance,BEP-20 Token,True,N/A,1681140.3068160922,69420000.0
Eggplant Finance,BEP-20 Token,True,N/A,2430458.6653304035,-1.0
EIFI FINANCE,BEP-20 Token,True,N/A,150000000.0,-1.0
Block Duelers,N/A,True,N/A,,
TendieSwap,BEP-20 Token,True,N/A,5388024.5854343595,-1.0
CosmicSwap,BEP-20 Token,True,N/A,160492.367073282,-1.0
Ovato,N/A,True,N/A,0.0,-1.0
Vention,BEP-20 Token,True,N/A,700000000.0,-1.0
WOWswap,BEP-20 Token,True,N/A,1000000.0,-1.0
Decubate,BEP-20 Token,False,N/A,1000000000.0,-1.0
CryptoBeast,BEP-20 Token,False,N/A,600000000.0,-1.0
Betu,BEP-20 Token,True,N/A,923811536.0,-1.0
iBG Token,N/A,True,N/A,3390811.3132319665,-1.0
Wenlambo,BEP-20 Token,True,N/A,49925322161661.0,-1.0
Sheesh it is bussin bussin,BEP-20 Token,True,N/A,-2785725.0,-1.0
Relite Finance,N/A,True,N/A,46500000.0,-1.0
Pet Games,BEP-20 Token,True,N/A,1230050617.1998122,-1.0
CheCoin,BEP-20 Token,True,N/A,99999999999.99998,-1.0
United Global Dollars,BEP-20 Token,False,N/A,1000000000000.0,-1.0
Ormeus Ecosystem,N/A,True,N/A,4930453136.0,-1.0
xxxNifty,N/A,True,N/A,67616084038.99299,-1.0
EcoFi,N/A,True,N/A,10000000.0,-1.0
InfinityCAKE,N/A,False,N/A,967313617930.5243,-1.0
GemGuardian,BEP-20 Token,True,N/A,100000000.0,-1.0
Kalao,N/A,True,N/A,500000000.0,-1.0
Pax Dollar,N/A,True,PoW,966609965.04,-1.0
ForeverFOMO,BEP-20 Token,True,N/A,335363.600240654,-1.0
Moonradar.finance,N/A,True,N/A,20000000.0,-1.0
Revest Finance,N/A,True,N/A,100000000.0,-1.0
DogeGF,N/A,False,N/A,3.471e+16,-1.0
Elastic BNB,N/A,True,N/A,6500000.0,-1.0
CoinxPad,BEP-20 Token,False,N/A,86999999999.99998,-1.0
Poodl,N/A,True,N/A,99999999999999.98,-1.0
Knight War Spirits,BEP-20 Token,True,N/A,500000000.0,-1.0
KRYZA Network,BEP-20 Token,True,N/A,8938259204905.344,-1.0
Badger Sett Badger,BEP-20 Token,True,N/A,34770.40903543234,-1.0
RMRK.app,BEP-20 Token,True,N/A,0.0,-1.0
Kollect,N/A,True,N/A,1000000000.0,-1.0
BladeWarrior,N/A,True,N/A,,
Divergence Protocol,N/A,False,N/A,1000000000.0,-1.0
Portify,BEP-20 Token,True,N/A,100000000.0,-1.0
Chopper Inu,N/A,True,N/A,5.07424636565788e+16,-1.0
DogeHouse Capital,BEP-20 Token,True,N/A,-380140.42176,-1.0
Rick And Morty,N/A,False,N/A,1e+18,-1.0
