CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply
SydPakCoin,X13,True,PoW/PoS,0.0,0.0
Recovery Right Tokens,N/A,True,N/A,,
Premium,Scrypt,True,PoW,0.0,0.0
CaliphCoin,SHA-256,True,PoW,,
LeaCoin,SHA-256,True,PoW,,
Californium,SHA-256,True,PoW,,
CrankCoin,X11,True,PoS/PoW,,
CoffeeCoin,PoS,True,PoS,,
Victoriouscoin,Scrypt,True,PoW/PoS,,
BlackShadowCoin,X11,True,PoW/PoS,,
JiffyCoin,SHA-256D,True,PoW,,
CrabCoin,X15,True,PoW/PoS,,
President Clinton,N/A,True,N/A,,
Moneta,Scrypt,True,PoW,,
Eclipse,SHA-256D,True,PoW/PoS,,
Rublebit,Scrypt,True,PoW,,
BrainCoin,X11,True,PoW/PoS,,
KRCoin,X11,True,PoW,,
RoyalCoin,X13,True,PoS,,
BigLifeCoin,X11,True,PoW,,
Zurcoin,Quark,True,PoW,,
NubisCoin,SHA-256D,True,PoW/PoS,,
Tennet,SHA-256D,True,PoW/PoS,,
PeaceCoin,X11,True,PoW,,
32Bitcoin,X11,True,PoW/PoS,,
GanjaCoin V2,X14,True,PoW/PoS,,
TeamUP,PoS,True,PoS,,
ScryptToken,Scrypt,True,PoW/PoS,,
LanaCoin,SHA-256D,True,PoW/PoS,,
Elementrem,Ethash,True,PoW,,
GuccioneCoin,Scrypt,True,PoW,,
AndromedaCoin,X11,True,PoW/PoS,,
EqualCoin,X13,True,PoW/PoS,,
SweetStake,PoS,True,N/A,,
2BACCO Coin,Scrypt,True,PoW/PoS,,
DarkKnightCoin,Scrypt,True,PoW/PoS,,
Community Coin,SHA-256,True,PoW,,
ChoofCoin,Scrypt,True,PoW/PoS,,
CashOut,SHA-256,True,PoW,,
ZClassic,Equihash,True,PoW,,
RoyalCoin 2.0,X13,True,PoS,,
Pabyosi Coin,X11,True,PoW/PoS,,
NetBit,Scrypt,True,PoW/PoS,,
WineCoin,Scrypt,True,PoW/PoS,,
Darcrus,N/A,True,N/A,,
InflationCoin,X11,True,PoW/PoS,,
ZCashDarkCoin,Scrypt,True,PoW,,
WashingtonCoin,X11,True,PoW/PoS,,
TeslaCoilCoin,N/A,True,N/A,,
vSlice,N/A,True,N/A,,
Troll Payment,PoS,True,N/A,,
CBD Crystals,PoS,True,N/A,,
PosEx,SHA-256D,True,N/A,,
InsaneCoin,X11,True,PoW/PoS,,
PenCoin,Scrypt,True,PoW,,
LuckChain,Scrypt,True,PoW/PoS,,
FameCoin,QuBit,True,PoW/PoS,,
LiviaCoin,Scrypt,True,PoW/PoS,,
Sex Pistols,Scrypt,True,PoW/PoS,,
MegaFlash,N/A,True,N/A,,
Arab League Coin,X13,True,PoW,,
EtherDoge,X11,True,PoW/PoS,0.0,0.0
Hush,Equihash,True,PoW,,
BitLuckCoin,PoS,True,PoS,,
Dream8Coin,Scrypt,True,PoW,,
FistBump,X13,True,PoW/PoS,0.0,0.0
Ebitz,PoS,False,PoS,,
Digital Rupees,Scrypt,False,PoS ,,
Free Game Zone,Scrypt,True,PoW,,
ArtexCoin,X11,True,PoW,,
PlatiniumCoin,SHA-256,True,PoW,,
BeardDollars,Scrypt,True,PoW/PoS,,
BipCoin,CryptoNight,True,PoW,,
Coin to the Future,PoS,True,PoS,,
DollarOnline,X11,True,PoW/PoS,,
Cosmic,SHA-256D,True,PoW/PoS,,
SpaceCash,X13,True,PoW/PoS,,
XenixCoin,X11,True,PoW/PoS,,
JIO Token,N/A,True,N/A,,
iWallet,X11,True,PoW/PoS,,
Janus,N/A,True,N/A,,
TrickyCoin,PoS,True,PoS,,
DeltaCredits,N/A,True,PoS,,
FreeCoin,PoS,True,PoS,,
NPCcoin,SHA-256D,True,PoW/PoS,0.0,0.0
PLNCoin,Scrypt,True,PoW/PoS,,
Digigems,Scrypt,True,PoW,,
Icobid,Scrypt,True,PoW/PoS,,
AquariusCoin,Scrypt,True,PoW/PoS,,
Kurrent,X11,True,PoW,,
Creatio,PoS,True,PoS,,
Eternity,X11,True,PoW/PoS,,
UR,Dagger,True,PoW,,
Metal Music v3,Scrypt,False,PoW/PoS,,
Old Dogs New Tricks,SHA-256D,True,PoW/PoS,,
Eurocoin,SHA-256,True,PoW/PoS,,
CoolinDarkCoin,Scrypt,True,PoW/PoS,,
BitcoinFast,Scrypt,True,PoW/PoS,,
SeedShares,SHA-256D,True,PoW/PoS,,
Tokes,N/A,True,PoS,,
BitConnect Coin,Scrypt,True,PoW/PoS,,
ShortyCoin,PoS,True,PoS,,
Procom,Scrypt,True,PoW,,
Kernalcoin,SHA-256,True,PoW,,
CoralPay,X13,True,PoS,,
BAM,X11,False,PoW/PoS,,
Nexium,N/A,True,N/A,66509518.5,66509518.5
MoneyCoin,Scrypt,True,PoW/PoS,,
Blackstar,X11,True,PoS,,
Horse Power,Scrypt,True,PoW,,
HazMatCoin,Scrypt,True,PoW/PoS,,
CryptoSpots,DPoS,True,DPoS,,
PoolStamp,X13,True,PoW/PoS,,
CryptoCarbon,N/A,True,N/A,0.0,0.0
BullshitCoin,Scrypt,False,PoW/PoS,,
Incent,N/A,True,N/A,,
Iconic,PoS,True,PoS,,
NewInvestCoin,PoS,True,PoS,,
AvonCoin,PoS,True,PoS,,
Enigma,X11,True,PoW/PoS,,
Cannabis Industry Coin,CryptoNight,True,PoW,,
LookCoin,X11,True,PoW/PoS,,
MMXVI,N/A,True,PoW,,
TrustCoin,N/A,True,N/A,,
WorldPay,X11,True,PoW/PoS,,
ConquestCoin,X13,True,PoW/PoS,,
Impulse Coin,X13,True,PoW/PoS,,
InCoin,X11,True,PoW/PoS,,
TheChiefCoin,Scrypt,True,PoW/PoS,,
Goat,Scrypt,True,PoW/PoS,,
AnalCoin,SHA-256,True,N/A,,
Russiacoin,Scrypt,True,PoW/PoS,,
PandaCoin,Scrypt,True,PoS,,
PXcoin,SHA-256,True,PoW/PoS,,
OptionCoin,X11,True,PoS,,
Avatar Coin,PoS,True,PoS,,
Limited Coin,PoS,True,PoS,0.0,0.0
HeelCoin,PoS,True,PoS,,
GAKHcoin,Scrypt,True,PoW/PoS,,
Gainfy,N/A,True,N/A,,
S88 Coin,Scrypt,True,PoW/PoS,,
Leverage Coin,N/A,True,N/A,,
DraculaCoin,Scrypt,True,PoW,,
LiteCreed,QuBit,True,PoW/PoS,,
Quebecoin,X11,True,N/A,,
ProCoin,X15,True,PoW/PoS,,
Astral,X13,True,PoW/PoS,,
GiftNet,X13,True,PoW,,
Incrementum,PoS,True,PoS,,
PentaCoin,SHA-256,True,PoW/PoS,,
AcidCoin,SHA-256,True,PoW,,
ZLiteQubit,QuBit,True,N/A,,
RadicalCoin,X13,True,PoS,0.0,0.0
ReturnCoin,X11,True,PoS,,
Golos,DPoS,True,PoW,,
Pascal Coin,Pascal,True,N/A,,
TwisterCoin,X11,True,PoW/PoS,,
PayPeer,X11,True,PoW/PoS,,
DarkEther,X11,True,N/A,,
YesCoin,Scrypt,True,PoW/PoS,,
LeninCoin,SHA-256D,True,PoW,,
MrsaCoin,X13,True,PoW/PoS,,
OsmiumCoin,Scrypt,True,PoW,,
BitBoss,SHA-256,True,PoW/PoS,,
Bikercoins,CryptoNight,True,PoW,,
CryptoPennies,X11,True,PoS,,
NeptuneClassic,X11,True,PoW/PoS,,
HexxCoin,Lyra2RE,True,PoW,,
Ghost Coin,SHA-256,True,PoW/PoS,,
MachineCoin,Time Travel,True,PoW,,
SelenCoin,PoS,True,PoS,,
Noocoin,PoS,True,PoS,,
23 Skidoo,SHA-256D,True,PoW,,
GoldenBird,X13,True,PoW/PoS,,
YamahaCoin,Scrypt,True,PoW,,
JokerCoin,Scrypt,True,PoW/PoS,,
GravityBit,Scrypt,True,PoW/PoS,,
TeCoin,Multiple,True,PoW,,
BombCoin,Scrypt,True,PoW/PoS,,
Ride My Car,PoS,True,PoS,,
Klingon Empire Darsek,Scrypt,True,PoW/PoS,0.0,0.0
Coino,Scrypt,True,PoW,,
WealthCoin,DPoS,True,PoS,,
Internet of People,SHA-256,True,PoW/PoS,,
Spectre,POS 3.0,True,PoS,,
Pepe Cash,N/A,True,N/A,,
Clickcoin,PoS,True,PoS,,
Elysium,Scrypt,True,PoW,,
KushCoin,X11,True,PoW/PoS,,
Eryllium,X11,True,PoW/PoS,,
Pluton,N/A,True,N/A,0.0,0.0
President Trump,N/A,True,N/A,,
BitzCoin,X11,True,PoW/PoS,,
Opes,Argon2,True,PoW,,
Ratio,PoS,True,PoS,,
Babes and Nerds,PoS,False,N/A,,
NiceCoin,Scrypt,True,PoW,,
SmurfCoin,Scrypt,True,PoW/PoS,,
CryptoWorldXToken,N/A,True,PoW/PoS,,
TechCoin,X13,True,PoW/PoS,,
CircuitCoin,SHA-256D,True,PoW/PoS,,
LePenCoin,SHA-256,True,PoS,,
RoundCoin,N/A,True,N/A,,
MarijuanaCoin,X11,False,PoW/PoS,,
HazeCoin,Scrypt,True,PoW,,
Printerium,Scrypt,True,PoW/PoS,,
Neurocoin,PoS,True,PoS,,
PAC Global,X11,True,PoS,0.0,0.0
Impeach,Scrypt,True,PoW/PoS,,
ErrorCoin,Scrypt,True,PoW,,
TrueInvestmentCoin,Scrypt,True,PoW/PoS,,
NukeCoin,PoS,True,PoS,,
EveryonesCoin,Scrypt,True,PoW/PoS,,
Solarflarecoin,Scrypt,True,PoW,,
JaneCoin,X11,True,PoW/PoS,,
Citadel,CryptoNight-V7,True,PoW,,
NinjaDoge,X11,True,PoW/PoS,,
Zilbercoin,Scrypt,True,PoS,,
FirstCoin,Scrypt,True,PoW/PoS ,,
OroCoin,Scrypt,True,PoW,,
Alexandrite,SHA-256,True,PoW/PoS,,
TrashBurn,SHA-256D,True,PoS,,
MasterCar,Scrypt,True,PoW/PoS,0.0,0.0
TechShares,DPoS,True,DPoS,,
AcesCoin,X13,True,PoS,,
United Arab Emirates Coin,X11,False,PoW/PoS,,
EagleCoin,SHA-256,True,PoW,,
Persistent Information Exchange,PoS,True,PoS,,
CreativeChain,Keccak,True,DPoS,,
WisdomCoin,Scrypt,True,PoW/PoS,,
BeaverCoin,Scrypt,True,PoW,,
FindCoin,X13,True,PoS,,
MeLite,SHA-256D,True,PoW/PoS,,
StalinCoin,X11,True,PoW/PoS,,
TattooCoin,Scrypt,True,PoW/PoS,,
VaultCoin,X11,True,PoW,,
BioBar,SHA-256D,True,PoW/PoS,,
Swarm City Token,N/A,True,N/A,0.0,0.0
Pascal Lite,SHA-256,True,PoW/PoS,,
Zero,Equihash,True,PoW,,
OpenChat,Scrypt,True,PoW/PoS,1000000000.0,-1.0
Netko,Blake,True,N/A,,
Zoin,Lyra2RE,True,PoW,,
Honey,Blake2S,True,PoW/PoS,,
MartexCoin,X13,True, PoW/PoS,,
Musicoin,Ethash,True,PoW,,
Databits,N/A,True,N/A,,
BitVegan,PoS,True,PoS,,
Mbitbooks,Scrypt,True,PoW,,
BitVolt,PoS,True,PoS,,
Edgeless,N/A,True,N/A,0.0,0.0
BankCoin,N/A,True,N/A,,
BestChain,Scrypt,True,PoW/PoS ,,
ChainCoin,N/A,True,N/A,,
Zennies,Scrypt,True,PoS,,
PlanetCoin,Scrypt,True,PoW/PoS,0.0,0.0
BnrtxCoin,X11,True,PoW,,
BattleStake,PoS,True,PoS,,
RenosCoin,Scrypt,True,PoS,,
AMIS,N/A,True,N/A,,
Kayı,N/A,True,N/A,,
VirtacoinPlus,X11,True,PoW/PoS,,
Doubloon,536,True,PoW/PoS,,
TajCoin,Blake2S,True,PoW/PoS,,
Impact,X11,True,PoW/PoS,,
CryptoJournal,PoS,True,PoS,,
Amygws,Scrypt,True,PoW,,
EB3coin,Scrypt,True,PoW,,
The Vegan Initiative,PoS,True,PoS,,
FazzCoin,PoS,True,PoS,,
Aptcoin,Scrypt-n,True,PoW,,
BlazerCoin,Scrypt,True,PoW,,
ArpaCoin,SHA-256D,True,PoW/PoS,,
ECOcoin,Scrypt,True,PoW/PoS,,
Solaris,XEVAN,True,PoW/PoS,,
Dark,SHA-256,True,PoW/PoS,,
DonationCoin,Scrypt,True,PoW,,
WavesGO,N/A,True,N/A,,
Atmos,PoS,True,PoS,,
EncryptoTel,N/A,True,N/A,,
Visio,X13,True,PoW/PoS,,
HappyCoin,X11,True,PoW/PoS,,
Giotto Coin,Scrypt,False,PoW/PoS,,
Coinonat,NIST5,True,PoW,,
EmporiumCoin,X11,True,PoW/PoS,,
Legends Cryptocurrency,N/A,True,N/A,,
SwagBucks,Scrypt,True,PoW/PoS,,
MacronCoin,PoS,True,PoS,,
Condensate,X11,True,PoW/PoS,,
WeAreSatoshi,X11,True,PoW/PoS,,
IvugeoEvolutionCoin,Scrypt,True,PoW,,
Independent Money System,Scrypt,True,PoW/PoS,,
ArgusCoin,Scrypt,True,PoW/PoS,,
Centurion,X11,True,PoW/PoS,,
LomoCoin,Scrypt,True,PoW/PoS,,
Bitcoin Scrypt,Scrypt,True,PoW,,
ProCurrency,SHA-256,True,PoS,,
GoldReserve,X11,True,PoW/PoS,,
BenjiRolls,Scrypt,True,PoW,,
Humaniq,N/A,True,N/A,0.0,0.0
Blockchain Capital,N/A,True,N/A,,
ParallelCoin,Scrypt,True,PoW,,
RiptoBuX,N/A,True,N/A,,
GrowthCoin,Scrypt,True,PoS,,
Apx,N/A,True,N/A,,
MiloCoin,Scrypt,True,PoW/PoS,,
OldV,Scrypt,False,PoW/PoS,,
MinersReward,N/A,True,N/A,,
IOU1,N/A,True,N/A,,
Prizm,SHA-256,True,PoS,0.0,0.0
Phreak,PoS,True,PoS,,
PupaCoin,Blake2S,True,PoW/PoS,,
C-Bits,SHA-256,True,PoW,,
Degas Coin,Scrypt,True,PoW/PoS,,
Redcoin,Scrypt,False,PoW,,
ZSEcoin,X11,True,PoW/PoS,,
Coinmatic,N/A,True,N/A,,
TappingCoin,X11,True,PoW/PoS,,
BitOKX,Scrypt,True,PoS,,
MilkCoin,SHA-256,True,PoW/PoS ,,
HTML5 Coin,X15,True,PoW/PoS,,
Minereum,N/A,True,N/A,0.0,0.0
Etheroll,N/A,True,N/A,0.0,0.0
Subscriptio,PoS,True,PoS,,
Ultimate Secure Cash,SHA-256,True,PoS,,
DuxCoin,Scrypt,True,PoW/PoS,,
PoisonIvyCoin,Scrypt,True,PoW/PoS,,
EquiTrader,Scrypt,True,PoW,,
Insane Coin,X11,True,PoW/PoS,0.0,0.0
Manet Coin,Scrypt,True,PoW/PoS,,
F16Coin,Scrypt,True,PoW/PoS,,
HamsterCoin,Scrypt,True,PoW,,
NefariousCoin,Scrypt,True,PoW/PoS,,
Qwark,N/A,True,N/A,,
Quantum Resistant Ledger,RandomX,True,PoW,75255163.009534,105000000.0
Adelphoi,N/A,True,N/A,,
Patientory,N/A,True,N/A,0.0,0.0
ZrCoin,N/A,True,N/A,0.0,0.0
Lykke,N/A,True,N/A,0.0,0.0
Espers,536,True,PoW/PoS,,
Dynamic,Argon2d,True,PoW,0.0,0.0
Sequence,Scrypt,True,PoW/PoS,,
MCAP,N/A,True,N/A,,
Veritaseum,N/A,True,N/A,,
Cofound.it,N/A,True,N/A,,
iXledger,N/A,True,N/A,,
Starta,N/A,True,N/A,,
True Flip Lottery,N/A,True,N/A,0.0,0.0
Quantum,N/A,True,N/A,,
EcoBit,N/A,True,N/A,,
Ahoolee,Ethash,True,PoW,,
ATB coin,SHA-256,True,PoW,,
Blocktix,N/A,True,N/A,,
ChanCoin,Cloverhash,True,PoW,,
Compcoin,N/A,True,N/A,,
Rivetz,N/A,True,N/A,,
Harbour DAO,N/A,True,N/A,,
Nimiq,N/A,True,PoW,9165749580.89242,21000000000.0
8 Circuit Studios,N/A,True,N/A,,
ACT,N/A,True,N/A,,
MakeItViral,Scrypt,False,PoW/PoS,,
Wagerr,N/A,True,PoS,224306192.28289,-1.0
Elastic,N/A,True,PoW,,
NVO,N/A,False,N/A,,
FunCoin,N/A,True,N/A,,
Giga Watt,N/A,True,N/A,,
Hiveterminal Token,N/A,True,N/A,0.0,0.0
MyBit,N/A,True,N/A,,
Starbase,N/A,True,N/A,,
Corion,N/A,True,N/A,,
Rialto.AI,N/A,True,N/A,,
Orocrypt,N/A,False,N/A,,
Monster Byte Inc,N/A,True,N/A,,
Digital Developers Fund,N/A,True,N/A,,
DIMCOIN,N/A,True,N/A,,
Gilgam,N/A,True,N/A,,
FundYourselfNow,N/A,True,N/A,,
FundRequest,N/A,True,N/A,,
Dinastycoin,CryptoNight,True,PoW,0.0,0.0
CryptoForecast,N/A,True,N/A,,
Denarius,NIST5,True,PoW/PoS,,
DigitalPrice,X11,True,PoW,,
Virta Unique Coin,NIST5,True,PoW/PoS,,
Bitcoin Planet,Skein,True,PoW/PoS,,
Unify,Scrypt,True,PoW,,
BritCoin,X13,True,PoW/PoS,,
Ammo Rewards,N/A,False,PoS,,
SocialCoin,Scrypt,True,PoW,,
LATOKEN,N/A,True,N/A,400000000.0,-1.0
IMMLA,N/A,True,N/A,,
BitJob,N/A,True,N/A,,
GeoFunders,N/A,True,N/A,,
InvestFeed,N/A,True,N/A,,
BitClave,N/A,True,N/A,,
SynchroCoin,N/A,True,N/A,,
Indorse,N/A,True,N/A,,
COS,N/A,True,N/A,,
Storm,N/A,True,N/A,,
Napoleon X,N/A,True,N/A,,
Scorecoin,Scrypt,True,PoW,,
Octanox,X11,True,PoW/PoS,,
Voise,N/A,True,N/A,,
EthBits,N/A,True,N/A,,
Crypviser,N/A,True,N/A,0.0,0.0
DCORP,N/A,True,N/A,,
ArcticCoin,X11,True,PoW,,
NeverDie,N/A,True,N/A,,
Po.et,N/A,True,N/A,0.0,0.0
AdToken,N/A,True,N/A,0.0,0.0
Useless Ethereum Token,N/A,True,N/A,,
Agoras Token,N/A,True,N/A,,
BeachCoin,X11,False,PoW,,
DAS,X11,True,PoW,,
Adshares,N/A,True,DPoS,,
CoinJob,N/A,False,N/A,,
Royal Kingdom Coin,N/A,True,N/A,,
NoLimitCoin,PoS,True,PoS,,
Metrix,Scrypt,True,PoS,,
King93,N/A,True,N/A,,
Anacrypt,N/A,False,N/A,,
Reality Clash,Ethash,True,PoW,,
RootProject,N/A,True,N/A,,
Sosnovkino,N/A,False,N/A,,
CryptoABS,N/A,False,N/A,,
Opus,N/A,True,N/A,,
OpenZen,N/A,False,N/A,,
Bits Digit,N/A,False,N/A,,
LeviarCoin,CryptoNight,True,PoW,,
Skincoin,N/A,True,N/A,,
Mothership,N/A,True,N/A,,
HireMatch,N/A,True,N/A,,
REAL,N/A,True,N/A,,
DentalFix,N/A,False,N/A,,
EQUI,N/A,True,N/A,,
Wolk,N/A,True,N/A,,
DeepOnion,X13,True,PoW/PoS,,
Sphre AIR,N/A,True,N/A,,
gCn Coin,Scrypt,True,PoW,,
ICO OpenLedger,N/A,True,N/A,,
Timereum,N/A,True,N/A,,
Signatum,SkunkHash v2 Raptor,True,PoS,,
Onix,X11,True,PoW,,
CoEval,N/A,True,N/A,,
Arena,N/A,True,N/A,,
Cream,Skein,True,PoW/PoS,,
DigiPulse,N/A,True,N/A,,
Mobius,N/A,True,N/A,0.0,0.0
BitDice,N/A,True,N/A,,
Solar DAO,N/A,True,N/A,,
Core Group Asset,N/A,True,N/A,,
Kencoin,N/A,True,N/A,,
Qvolta,N/A,True,N/A,,
Ties Network,N/A,True,N/A,,
Autoria,N/A,False,N/A,,
Growers International,DPoS,True,N/A,,
Monkey,N/A,True,N/A,,
CCCoin,N/A,True,N/A,,
Umbrella Coin,N/A,True,N/A,,
Bitmxittz,Scrypt,False,PoW/PoS,,
Oceanlab,N/A,True,DPoS/LPoS,,
Benjacoin,N/A,True,N/A,,
Tomahawkcoin,N/A,True,N/A,,
SMNX,N/A,False,N/A,,
Macroverse,N/A,True,N/A,,
Embers,N/A,True,N/A,,
Substratum Network,N/A,True,N/A,,
Prospectors,N/A,True,N/A,,
Monoeci,X11,True,PoW/PoS,,
Authoreon,N/A,True,N/A,,
CampusCoin,Scrypt,True,PoW,,
DetectorToken,N/A,False,N/A,,
Centra,N/A,True,N/A,,
Wavesnode.net,N/A,True,N/A,,
Paragon,N/A,True,N/A,,
ThankYou,N/A,True,N/A,,
HealthyWorm,PoS,True,PoS,,
Fuck Token,N/A,True,N/A,,
Veredictum,N/A,False,N/A,,
Smart Investment Fund Token,N/A,True,N/A,,
Ignis,N/A,True,N/A,999449694.5986005,0.0
IwToken,N/A,True,N/A,,
JustDatingSite,N/A,True,N/A,,
Intelligent Trading,N/A,True,N/A,,
Aigang,N/A,True,N/A,,
Entropy Token,N/A,True,N/A,,
Lampix,N/A,True,N/A,,
MediBond,N/A,True,N/A,0.0,0.0
Hello Gold,N/A,True,N/A,0.0,0.0
Litra,N/A,False,N/A,,
Nimfamoney,N/A,True,N/A,,
Scorista,N/A,False,N/A,,
CPROP,N/A,True,N/A,,
KexCoin,N/A,True,N/A,,
Cobinhood,N/A,True,N/A,,
Bitradio,PoS,True,PoS,,
Minex,N/A,True,N/A,,
ATLANT,N/A,True,N/A,,
Draftcoin,Scrypt,True,PoS,,
Sojourn Coin,Scrypt,True,PoW,,
Hedge Token,N/A,True,N/A,,
Stakecoin,PoS,True,PoS,,
SqPay,N/A,False,N/A,,
Etheriya,N/A,True,N/A,,
Ethereum.Link,N/A,True,N/A,,
Amber,Dagger,True,PoA,823475135.0,-1.0
GoldMint,N/A,True,N/A,,
AltoCar,N/A,True,N/A,,
BANKEX,N/A,True,N/A,,
Boulle,N/A,False,N/A,,
Acumen,N/A,False,N/A,,
Gimli,N/A,True,N/A,,
NewYorkCoin,Scrypt,True,PoW,0.0,0.0
LiteBitcoin,Scrypt,True,PoW,,
FrazCoin,Scrypt,True,PoW,,
EasyMine,N/A,True,N/A,,
Kronecoin,Scrypt,True,PoW,,
Scrypto,N/A,False,N/A,,
AdCoin,Scrypt,True,PoW,,
Z2 Coin,SHA-256,False,PoW,,
Linx,Scrypt,True,PoW,,
CoinonatX,X11,True,PoW/PoS,,
BlakeStar,Blake2S,True,PoW/PoS,,
Sociall,N/A,True,N/A,,
Exscudo,N/A,True,DPoS,,
Privatix,N/A,True,N/A,,
Cryptonex,N/A,True,N/A,,
Worldcore,N/A,True,N/A,,
Breakout Stake,N/A,True,PoW/PoS,,
U.CASH,N/A,True,N/A,,
WRTcoin,X11,True,PoW,,
Deep Gold,N/A,False,N/A,,
Wish Finance,N/A,False,N/A,,
ARNA Panacea,N/A,True,N/A,,
AB-Chain,N/A,True,N/A,,
Blackmoon Crypto,N/A,True,N/A,0.0,0.0
Skrilla Token,N/A,True,N/A,,
3DES,N/A,True,N/A,,
Paycent,N/A,True,N/A,,
Kapu,DPoS,True,DPoS,,
Sense Token,N/A,True,N/A,,
BLOCKv,N/A,True,N/A,0.0,0.0
Facecoin,N/A,True,N/A,,
Doc.ai Neuron,N/A,False,N/A,,
A-Token,N/A,True,N/A,,
Rustbits,N/A,False,N/A,,
Imbrex,N/A,True,N/A,0.0,0.0
Ethereum Dark,Scrypt,True,PoW/PoS,,
Sumokoin,CryptoNight,True,PoW,0.0,0.0
Hydrominer,N/A,True,N/A,,
Crypto Tickets,N/A,True,N/A,,
Rhea,N/A,False,N/A,,
Maecenas,N/A,True,N/A,0.0,0.0
Snovio,N/A,True,N/A,,
TrackNetToken,N/A,True,N/A,,
StockBet,N/A,False,N/A,,
Algo.Land,N/A,False,PoS,,
Sandcoin,N/A,True,N/A,,
Experience Points,SHA-256,True,PoW/PoS,,
Gladius,N/A,True,N/A,,
Zenome,N/A,False,N/A,,
EZMarket,N/A,False,N/A,,
Obsidian,SHA-512,True,PoS,,
ClearPoll,N/A,True,N/A,,
Moya Token,N/A,False,N/A,,
Cashaa,N/A,True,N/A,0.0,-1.0
MiniApps,N/A,True,PoW,,
Global Jobcoin,N/A,True,N/A,,
Wi Coin,N/A,True,N/A,,
WandX,N/A,True,N/A,,
Elixir,N/A,True,N/A,,
eBitcoin,N/A,True,N/A,,
Hackspace Capital,N/A,True,N/A,,
Regalcoin,X11,True,PoW/PoS,,
Bismuth,N/A,True,PoW,,
Opporty,N/A,False,N/A,,
Ice Rock Mining,N/A,True,N/A,,
Earth Token,N/A,True,N/A,,
Vsync,X13,True,PoW/PoS,,
Graft Blockchain,CryptoNight,True,PoW/PoS,,
BitcoinZ,Equihash,True,PoW,10535252378.980453,21000000000.0
Crazy Coin,N/A,True,N/A,,
PayPie,N/A,True,N/A,0.0,0.0
Peerguess,N/A,True,N/A,,
Cryptonetix,N/A,True,N/A,,
Esports.com,N/A,True,N/A,0.0,0.0
FLiK,N/A,True,N/A,,
Multibot,N/A,True,N/A,,
Javvy,N/A,False,N/A,,
ALISmedia,N/A,True,N/A,,
Leverj,N/A,True,N/A,,
Arbi,Ethash,False,N/A,,
Aeron,N/A,True,N/A,1000959744.0,-1.0
Rockchain,N/A,False,N/A,,
X Real Estate Development,N/A,False,N/A,,
Gameflip,N/A,True,N/A,,
Prosense.tv,N/A,True,N/A,,
NetM,Scrypt,True,PoW,,
TrezarCoin,NeoScrypt,True,PoW/PoS,0.0,0.0
Musiconomi,N/A,True,N/A,,
AirToken,N/A,True,N/A,,
Fujinto,N/A,True,N/A,,
ATC Coin,Scrypt,True,PoW,,
Kolion,N/A,True,N/A,,
Wild Crypto,N/A,True,N/A,,
eLTC,N/A,True,N/A,,
ILCoin Token,SHA-256,False,PoW,,
Anryze,N/A,True,N/A,,
TerraNovaCoin,Scrypt,True,PoW/PoS,0.0,0.0
CybCSec Coin,POS 3.0,False,PoS,,
Bitqy,N/A,True,N/A,,
Everus,N/A,True,N/A,,
TOA Coin,Scrypt,True,PoW/PoS,,
VIVO Coin,NeoScrypt,True,PoW,,
Aureus,Scrypt,True,N/A,,
Change,N/A,True,N/A,,
e-Chat,N/A,True,N/A,,
Internxt,N/A,True,N/A,,
Authorship,N/A,True,N/A,,
RG Coin,NIST5,True,PoW/PoS,,
EthBet,N/A,True,N/A,,
Bitcomo,N/A,True,N/A,,
CryptoPay,N/A,True,N/A,0.0,0.0
Rupee,Lyra2REv2,True,PoS,0.0,0.0
WhaleCoin,Ethash,True,PoW,,
UpToken,N/A,True,N/A,,
Ethereum Gold,N/A,True,N/A,,
WomenCoin,Scrypt,True,PoW/PoS,,
Theresa May Coin,SHA-256,True,PoW/PoS,,
Render Token,N/A,True,N/A,,
Eddie coin,Scrypt,True,PoW/PoS,,
Soma,N/A,True,N/A,14418073.832250727,-1.0
NamoCoin,NIST5,True,PoW/PoS,,
GATCOIN,N/A,True,N/A,,
Ethereum Blue,N/A,True,N/A,,
Follow Coin,N/A,True,N/A,,
Wyrify,N/A,False,N/A,,
Vezt,N/A,True,PoW,,
IndiCoin,N/A,True,PoW,,
LUXCoin,PHI1612,True,PoW/PoS,,
Pirl,Dagger,True,PoW,0.0,0.0
Ethereum Cash,N/A,True,N/A,,
ODMCoin,N/A,False,N/A,,
BROTHER,N/A,True,N/A,,
Dynamic Trading Rights,N/A,True,N/A,,
CryptoInsight,N/A,True,N/A,,
EthereumLite,N/A,True,N/A,,
Xios,Scrypt,True,PoW/PoS,,
DOVU,N/A,True,N/A,,
Realisto,N/A,True,N/A,,
Avesta,Avesta hash,False,PoW,,
Bitcloud 2.0,Quark,True,PoW/PoS,,
Lendoit,N/A,False,N/A,,
ZABERcoin,N/A,False,N/A,,
Bitfinex Bitcoin Future,N/A,True,N/A,,
Bitcoin SegWit2X,N/A,True,N/A,,
Sharpe Capital,N/A,True,PoS,,
Jincor,N/A,False,N/A,,
Extreme Sportsbook,X11,False,PoS,,
eBoost,Scrypt,True,PoW,,
KekCoin,POS 2.0,True,PoS,,
AidCoin,N/A,True,N/A,,
BlackholeCoin,Scrypt,True,PoW/PoS,,
